25	6	4
150.353	1	1000	.	1	0	0	1
10766.3	5500.25	16500.8	.	1	0	0	1
36132.5	15574.6	46723.8	.	1	0	0	1
6.89241e-08	3.62e-08	1.09e-07	.	1	0	0	1
5369.19	2115.5	6346.5	.	1	0	0	1
7109.04	2807.55	8422.67	.	1	0	0	1
1.48462e-06	1.45e-06	4.34e-06	.	1	0	0	1
0.000100308	6.33e-05	0.00019	.	1	0	1	1
7.88394e-05	6.49e-05	0.000194784	.	1	0	1	1
1.65812e-06	9e-07	2.7e-06	.	1	0	1	1
0.000728323	0.000312497	0.000937491	.	1	0	0	1
3.07305e-07	2.52e-07	7.55e-07	.	1	0	0	1
3.09039	1.03316	3.09946	.	1	0	0	1
0.203856	0.084326	0.252978	.	1	0	0	1
0.00088564	0.000706125	0.00211838	.	1	0	1	1
1.88177e+06	650000	1.95e+06	.	1	0	1	1
8470.43	6213.25	18639.8	.	1	0	0	1
1	1e-07	1	.	0	1	0	1
39514.7	19757.3	59272.1	.	0	0	0	1
17.0632	1	10000	.	1	0	0	1
0	0	0	.	0	0	0	1
0	0	0	.	0	0	0	1
0	0	0	.	0	0	0	1
54215.1	1000	100000	.	1	0	1	1
0.00706537	1e-05	1.1	.	1	0	1	1
.	.	.	.	0	0	0	0
.	.	.	.	0	0	0	0
.	.	.	.	0	0	0	0
.	.	.	.	0	0	0	0
.	.	.	.	0	0	0	0
.	.	.	.	0	0	0	0
