29	8	3
1.75111	1.50825	4.52475	.	1	0	1
3016.22	2038.83	6116.49	.	1	0	1
8756.37	8595.7	25787.1	.	1	0	1
9.40838e-8	3.74e-8	1.122e-7	.	1	0	1
1351.19	1141.32	3423.96	.	1	0	1
14014.8	7513.1	22539.3	.	1	0	1
4.34234e-7	4.18e-7	1.254e-6	.	1	0	1
5.12147e-5	5.0752e-5	0.000152256	.	1	0	1
0.000202	0.000101239	0.000303715	.	0	0	0
2.50013e-6	1.07e-6	3.21e-6	.	1	0	1
0.00249126	0.00146294	0.0043888	.	1	0	1
1.18382e-5	6.5e-6	1.95e-5	.	1	0	1
1.75289	0.77512	2.32536	.	1	0	1
1.35232	0.92918	2.78754	.	1	0	1
0.00275702	0.00094542	0.00283626	.	1	0	1
93422.8	41526.3	124579	.	1	0	1
13581.7	8456.5	25369.5	.	1	0	1
0.0359526	0.0126847	0.0380542	.	1	0	1
39514.7	19757.3	59272.1	.	0	0	0
5567.73	2498.49	7495.45	.	1	0	1
0	0	0	.	0	0	0
0	0	0	.	0	0	0
0	0	0	.	0	0	0
18901.7	9404.4	28213.2	.	1	0	1
0.0038508	0.00214433	0.00643299	.	1	0	1
16.0485	0.1	1000	.	1	1	1
2.11694e-6	1e-6	0.1	.	1	1	1
5.36006	0.01	30	.	1	1	1
0.00117225	0.001	10	.	1	1	1
.	.	.	.	0	0	0
.	.	.	.	0	0	0
.	.	.	.	0	0	0
.	.	.	.	0	0	0
.	.	.	.	0	0	0
.	.	.	.	0	0	0
.	.	.	.	0	0	0
.	.	.	.	0	0	0
