29	8	3
938.91	357.57	1072.71	.	1	0	1
2484.91	1097.9	3293.7	.	1	0	1
3991.47	1878.32	5634.96	.	1	0	1
7.44632e-8	3.625e-8	1.0875e-7	.	1	0	1
317.774	142.701	428.103	.	1	0	1
1647.12	1342.38	4027.14	.	1	0	1
1.15456e-7	4.1e-8	1.23e-7	.	1	0	1
0.000118052	6.7e-5	0.000201	.	1	0	1
2.76851e-5	1.76e-5	5.28e-5	.	1	0	1
1.42539e-6	7.8e-7	2.34e-6	.	1	0	1
0.00381188	0.00317252	0.00951758	.	1	0	1
6.81868e-5	2.29e-5	6.87e-5	.	1	0	1
1.31671	0.73822	2.21466	.	1	0	1
1.94352	0.660975	1.98293	.	1	0	1
7.69849e-5	3.235e-5	9.705e-5	.	1	0	1
146714	79924	239772	.	1	0	1
1447.27	1443.48	4330.44	.	1	0	1
1	0.5	1.5	.	0	0	0
39500	19750	59250	.	0	0	0
18493.5	9376.15	28128.5	.	1	0	1
0	0	0	.	0	0	0
0	0	0	.	0	0	0
0	0	0	.	0	0	0
11183.2	4423.48	13270.5	.	1	0	1
0.0453686	0.0152114	0.0456341	.	1	0	1
0.98037	0.001	10	.	1	1	1
0.690377	0.0001	10	.	1	1	1
2.61633	0.01	20	.	1	1	1
0.446746	0.01	30	.	1	1	1
.	.	.	.	0	0	0
.	.	.	.	0	0	0
.	.	.	.	0	0	0
.	.	.	.	0	0	0
.	.	.	.	0	0	0
.	.	.	.	0	0	0
.	.	.	.	0	0	0
.	.	.	.	0	0	0
