25	6	2
6720.98	4592.81	13778.4	.	1	1
3325.33	1484.1	4452.28	.	1	1
2861.09	1341.78	4025.32	.	1	1
2.31603e-07	1.2014e-07	3.6042e-07	.	1	1
2562.36	1310.7	3932.1	.	1	1
15658.9	10870.6	32612	.	1	1
4.81959e-07	1.90892e-07	5.72676e-07	.	1	1
0.00018898	9.5819e-05	0.000287457	.	1	1
0.00050437	0.000262233	0.000786698	.	1	1
1.535e-06	8.1766e-07	2.45298e-06	.	1	1
1.26426e-07	8.685e-08	2.6055e-07	.	1	1
3.11304e-07	1.1409e-07	3.4227e-07	.	1	1
1.13637	1.10632	3.31896	.	1	1
1.02593	0.74712	2.24136	.	1	1
0.0092692	0.00350389	0.0105117	.	1	1
3.2535e+06	2.84259e+06	8.52777e+06	.	1	1
6.43374	3.17876	9.5363	.	1	1
1	0.5	1.5	.	0	0
1	0.5	1.5	.	0	0
3224.42	1727.48	5182.44	.	1	1
0	0	0	.	0	0
0	0	0	.	0	0
0	0	0	.	0	0
9822.03	4859.65	14579	.	1	1
0.0932255	0.0462413	0.138724	.	1	1
.	.	.	.	0	0
.	.	.	.	0	0
.	.	.	.	0	0
.	.	.	.	0	0
.	.	.	.	0	0
.	.	.	.	0	0
