25	6	2
1.51174	0.75127	2.25381	.	1	1
8204.17	5498.05	16494.2	.	1	1
38974.8	23317.7	69952.9	.	1	1
6.15447e-08	3.69541e-08	1.10862e-07	.	1	1
3408.12	1883.2	5649.61	.	1	1
7178.53	3435.82	10307.4	.	1	1
8.40235e-07	3.41335e-07	1.02401e-06	.	1	1
0.00293182	0.00194068	0.00582205	.	1	1
1.29797e-05	4.68729e-06	1.40619e-05	.	1	1
9.61878e-07	5.05345e-07	1.51604e-06	.	1	1
1.02164e-05	7.5341e-06	2.26023e-05	.	1	1
1.87392e-06	1.29487e-06	3.88461e-06	.	1	1
8.76902	7.9574	23.8722	.	1	1
0.238159	0.107808	0.323424	.	1	1
0.0016496	0.00109968	0.00329904	.	1	1
1.62465e+06	1.0101e+06	3.03029e+06	.	1	1
8865.47	6881.9	20645.7	.	1	1
1.18e-05	5.9e-06	1.77e-05	.	0	0
0.0207067	0.0126945	0.0380835	.	1	1
8690.27	3904.89	11714.7	.	1	1
0	0	0	.	0	0
0	0	0	.	0	0
0	0	0	.	0	0
12282.2	4396.4	13189.2	.	1	1
0.000161608	0.000120228	0.000360685	.	1	1
.	.	.	.	0	0
.	.	.	.	0	0
.	.	.	.	0	0
.	.	.	.	0	0
.	.	.	.	0	0
.	.	.	.	0	0
