29	8	3
1.35924	0.559785	1.67935	.	1	0	1
3157.12	1869.46	5608.4	.	1	0	1
12108.7	11526.4	34579.2	.	1	0	1
5.60476e-8	1.975e-8	5.925e-8	.	1	0	1
1252.25	750.365	2251.09	.	1	0	1
8772.05	3894.38	11683.1	.	1	0	1
8.39863e-7	4.48e-7	1.344e-6	.	1	0	1
5.25227e-5	4.465e-5	0.00013395	.	1	0	1
0.000125658	0.000125321	0.000375963	.	1	0	1
1.34419e-6	7.25e-7	2.175e-6	.	1	0	1
0.000777543	0.000497298	0.00149189	.	1	0	1
4.75474e-6	2.265e-6	6.795e-6	.	1	0	1
1.50006	0.569325	1.70798	.	1	0	1
1.46654	0.73003	2.19009	.	1	0	1
0.0027596	0.00093753	0.00281259	.	1	0	1
183269	140943	422828	.	1	0	1
15741.3	9086.05	27258.2	.	1	0	1
1.18e-5	5.9e-6	1.77e-5	.	0	0	0
39514.7	19757.3	59272.1	.	0	0	0
0.781359	0.52049	1.56147	.	1	0	1
0	0	0	.	0	0	0
0	0	0	.	0	0	0
0	0	0	.	0	0	0
30260.5	12848.4	38545.2	.	1	0	1
0.0140254	0.00467762	0.0140329	.	1	0	1
1.06159	0.001	10	.	1	1	1
0.0649081	0.001	100	.	1	1	1
4.51897	0.001	50	.	1	1	1
0.00312772	0.001	10	.	1	1	1
.	.	.	.	0	0	0
.	.	.	.	0	0	0
.	.	.	.	0	0	0
.	.	.	.	0	0	0
.	.	.	.	0	0	0
.	.	.	.	0	0	0
.	.	.	.	0	0	0
.	.	.	.	0	0	0
