25	6	2
131.481	61.9535	185.861	.	1	1
8490.96	4947.36	14842.1	.	1	1
24467.8	9653.45	28960.3	.	1	1
8.80079e-08	6.01265e-08	1.80379e-07	.	1	1
2441.12	989.025	2967.07	.	1	1
9473.94	4093.93	12281.8	.	1	1
4.2776e-07	1.48674e-07	4.46022e-07	.	1	1
0.000156605	6.74385e-05	0.000202316	.	1	1
0.000388559	0.000177769	0.000533307	.	1	1
2.43984e-07	1.64227e-07	4.92683e-07	.	1	1
2.39005e-07	2.20515e-07	6.61545e-07	.	1	1
6.6557e-08	3.82936e-08	1.14881e-07	.	1	1
1.28927	0.608495	1.82549	.	1	1
0.534353	0.295751	0.887253	.	1	1
0.0164302	0.0067924	0.0203772	.	1	1
2.11175e+06	1.05278e+06	3.15833e+06	.	1	1
3445.86	1630.93	4892.79	.	1	1
0.148554	0.127569	0.382707	.	1	1
1	0.5	1.5	.	0	0
5.82213	4.53769	13.6131	.	1	1
0	0	0	.	0	0
0	0	0	.	0	0
0	0	0	.	0	0
30814.1	11544.6	34633.9	.	1	1
0.0471096	0.0243872	0.0731616	.	1	1
.	.	.	.	0	0
.	.	.	.	0	0
.	.	.	.	0	0
.	.	.	.	0	0
.	.	.	.	0	0
.	.	.	.	0	0
