25	6	2
1586.96	809.345	2428.03	.	1	1
4892.54	3129.3	9387.9	.	1	1
12592.9	12550	37650	.	1	1
4.6704e-08	3.43125e-08	1.02937e-07	.	1	1
2260.13	1291.32	3873.96	.	1	1
5509.81	3365.63	10096.9	.	1	1
4.48908e-07	2.23959e-07	6.71877e-07	.	1	1
0.0423257	0.0219764	0.0659292	.	1	1
0.000222124	0.000111062	0.000333186	.	0	0
9.94912e-07	8.15725e-07	2.44717e-06	.	1	1
1.36075e-06	1.25173e-06	3.7552e-06	.	1	1
2.08388e-07	6.9513e-08	2.08539e-07	.	1	1
9.56808	7.9761	23.9283	.	1	1
0.395066	0.159276	0.47783	.	1	1
0.123823	0.0429674	0.128902	.	1	1
1.11871e+06	406256	1.21877e+06	.	1	1
81.2739	30.1313	90.3937	.	1	1
1.18e-05	5.9e-06	1.77e-05	.	0	0
0.0147527	0.00755075	0.0226522	.	1	1
170.318	59.084	177.252	.	1	1
0	0	0	.	0	0
0	0	0	.	0	0
0	0	0	.	0	0
22869.1	9379.5	28138.5	.	1	1
2.59643e-05	1.43668e-05	4.31004e-05	.	1	1
.	.	.	.	0	0
.	.	.	.	0	0
.	.	.	.	0	0
.	.	.	.	0	0
.	.	.	.	0	0
.	.	.	.	0	0
